Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0546,Domestic Violence / Physical Abuse,Have you been excluded from important family financial decisions without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0547,Domestic Violence / Emotional Abuse,Have you been excluded from important family financial decisions within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0547,Domestic Violence / Emotional Abuse,Have you been excluded from important family financial decisions within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0547,Domestic Violence / Emotional Abuse,Have you been excluded from important family financial decisions within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0548,Domestic Violence / Financial Abuse,Have you been excluded from important family financial decisions as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0548,Domestic Violence / Financial Abuse,Have you been excluded from important family financial decisions as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0548,Domestic Violence / Financial Abuse,Have you been excluded from important family financial decisions as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0549,Domestic Violence / Physical Abuse,Have you been excluded from important family financial decisions during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0549,Domestic Violence / Physical Abuse,Have you been excluded from important family financial decisions during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0549,Domestic Violence / Physical Abuse,Have you been excluded from important family financial decisions during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0550,Domestic Violence / Emotional Abuse,Have you been excluded from important family financial decisions in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0550,Domestic Violence / Emotional Abuse,Have you been excluded from important family financial decisions in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0550,Domestic Violence / Emotional Abuse,Have you been excluded from important family financial decisions in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0551,Domestic Violence / Financial Abuse,Has your partner hidden financial assets or income from you,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0551,Domestic Violence / Financial Abuse,Has your partner hidden financial assets or income from you,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0551,Domestic Violence / Financial Abuse,Has your partner hidden financial assets or income from you,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0552,Domestic Violence / Physical Abuse,Has your partner hidden financial assets or income from you in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0552,Domestic Violence / Physical Abuse,Has your partner hidden financial assets or income from you in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0552,Domestic Violence / Physical Abuse,Has your partner hidden financial assets or income from you in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0553,Domestic Violence / Emotional Abuse,Has your partner hidden financial assets or income from you due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0553,Domestic Violence / Emotional Abuse,Has your partner hidden financial assets or income from you due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0553,Domestic Violence / Emotional Abuse,Has your partner hidden financial assets or income from you due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0554,Domestic Violence / Financial Abuse,Has your partner hidden financial assets or income from you by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0554,Domestic Violence / Financial Abuse,Has your partner hidden financial assets or income from you by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0554,Domestic Violence / Financial Abuse,Has your partner hidden financial assets or income from you by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0555,Domestic Violence / Physical Abuse,Has your partner hidden financial assets or income from you repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0555,Domestic Violence / Physical Abuse,Has your partner hidden financial assets or income from you repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0555,Domestic Violence / Physical Abuse,Has your partner hidden financial assets or income from you repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0556,Domestic Violence / Emotional Abuse,Has your partner hidden financial assets or income from you without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0556,Domestic Violence / Emotional Abuse,Has your partner hidden financial assets or income from you without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0556,Domestic Violence / Emotional Abuse,Has your partner hidden financial assets or income from you without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0557,Domestic Violence / Financial Abuse,Has your partner hidden financial assets or income from you within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0557,Domestic Violence / Financial Abuse,Has your partner hidden financial assets or income from you within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0557,Domestic Violence / Financial Abuse,Has your partner hidden financial assets or income from you within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0558,Domestic Violence / Physical Abuse,Has your partner hidden financial assets or income from you as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0558,Domestic Violence / Physical Abuse,Has your partner hidden financial assets or income from you as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0558,Domestic Violence / Physical Abuse,Has your partner hidden financial assets or income from you as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0559,Domestic Violence / Emotional Abuse,Has your partner hidden financial assets or income from you during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0559,Domestic Violence / Emotional Abuse,Has your partner hidden financial assets or income from you during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0559,Domestic Violence / Emotional Abuse,Has your partner hidden financial assets or income from you during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0560,Domestic Violence / Financial Abuse,Has your partner hidden financial assets or income from you in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0560,Domestic Violence / Financial Abuse,Has your partner hidden financial assets or income from you in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0560,Domestic Violence / Financial Abuse,Has your partner hidden financial assets or income from you in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0561,Domestic Violence / Physical Abuse,Do you experience pressure to tolerate abuse to protect family honor,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0561,Domestic Violence / Physical Abuse,Do you experience pressure to tolerate abuse to protect family honor,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0561,Domestic Violence / Physical Abuse,Do you experience pressure to tolerate abuse to protect family honor,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0562,Domestic Violence / Emotional Abuse,Do you experience pressure to tolerate abuse to protect family honor in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0562,Domestic Violence / Emotional Abuse,Do you experience pressure to tolerate abuse to protect family honor in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0562,Domestic Violence / Emotional Abuse,Do you experience pressure to tolerate abuse to protect family honor in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0563,Domestic Violence / Financial Abuse,Do you experience pressure to tolerate abuse to protect family honor due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0563,Domestic Violence / Financial Abuse,Do you experience pressure to tolerate abuse to protect family honor due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0563,Domestic Violence / Financial Abuse,Do you experience pressure to tolerate abuse to protect family honor due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0564,Domestic Violence / Physical Abuse,Do you experience pressure to tolerate abuse to protect family honor by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0564,Domestic Violence / Physical Abuse,Do you experience pressure to tolerate abuse to protect family honor by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0564,Domestic Violence / Physical Abuse,Do you experience pressure to tolerate abuse to protect family honor by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0565,Domestic Violence / Emotional Abuse,Do you experience pressure to tolerate abuse to protect family honor repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0565,Domestic Violence / Emotional Abuse,Do you experience pressure to tolerate abuse to protect family honor repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0565,Domestic Violence / Emotional Abuse,Do you experience pressure to tolerate abuse to protect family honor repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0566,Domestic Violence / Financial Abuse,Do you experience pressure to tolerate abuse to protect family honor without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0566,Domestic Violence / Financial Abuse,Do you experience pressure to tolerate abuse to protect family honor without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0566,Domestic Violence / Financial Abuse,Do you experience pressure to tolerate abuse to protect family honor without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0567,Domestic Violence / Physical Abuse,Do you experience pressure to tolerate abuse to protect family honor within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0567,Domestic Violence / Physical Abuse,Do you experience pressure to tolerate abuse to protect family honor within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0567,Domestic Violence / Physical Abuse,Do you experience pressure to tolerate abuse to protect family honor within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0568,Domestic Violence / Emotional Abuse,Do you experience pressure to tolerate abuse to protect family honor as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0568,Domestic Violence / Emotional Abuse,Do you experience pressure to tolerate abuse to protect family honor as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0568,Domestic Violence / Emotional Abuse,Do you experience pressure to tolerate abuse to protect family honor as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0569,Domestic Violence / Financial Abuse,Do you experience pressure to tolerate abuse to protect family honor during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0569,Domestic Violence / Financial Abuse,Do you experience pressure to tolerate abuse to protect family honor during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0569,Domestic Violence / Financial Abuse,Do you experience pressure to tolerate abuse to protect family honor during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0570,Domestic Violence / Physical Abuse,Do you experience pressure to tolerate abuse to protect family honor in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0570,Domestic Violence / Physical Abuse,Do you experience pressure to tolerate abuse to protect family honor in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0570,Domestic Violence / Physical Abuse,Do you experience pressure to tolerate abuse to protect family honor in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0571,Domestic Violence / Emotional Abuse,Have you been threatened with divorce to control your behavior,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0571,Domestic Violence / Emotional Abuse,Have you been threatened with divorce to control your behavior,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0571,Domestic Violence / Emotional Abuse,Have you been threatened with divorce to control your behavior,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0572,Domestic Violence / Financial Abuse,Have you been threatened with divorce to control your behavior in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0572,Domestic Violence / Financial Abuse,Have you been threatened with divorce to control your behavior in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0572,Domestic Violence / Financial Abuse,Have you been threatened with divorce to control your behavior in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0573,Domestic Violence / Physical Abuse,Have you been threatened with divorce to control your behavior due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0573,Domestic Violence / Physical Abuse,Have you been threatened with divorce to control your behavior due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0573,Domestic Violence / Physical Abuse,Have you been threatened with divorce to control your behavior due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0574,Domestic Violence / Emotional Abuse,Have you been threatened with divorce to control your behavior by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0574,Domestic Violence / Emotional Abuse,Have you been threatened with divorce to control your behavior by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0574,Domestic Violence / Emotional Abuse,Have you been threatened with divorce to control your behavior by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0575,Domestic Violence / Financial Abuse,Have you been threatened with divorce to control your behavior repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0575,Domestic Violence / Financial Abuse,Have you been threatened with divorce to control your behavior repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0575,Domestic Violence / Financial Abuse,Have you been threatened with divorce to control your behavior repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0576,Domestic Violence / Physical Abuse,Have you been threatened with divorce to control your behavior without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0576,Domestic Violence / Physical Abuse,Have you been threatened with divorce to control your behavior without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0576,Domestic Violence / Physical Abuse,Have you been threatened with divorce to control your behavior without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0577,Domestic Violence / Emotional Abuse,Have you been threatened with divorce to control your behavior within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0577,Domestic Violence / Emotional Abuse,Have you been threatened with divorce to control your behavior within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0577,Domestic Violence / Emotional Abuse,Have you been threatened with divorce to control your behavior within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0578,Domestic Violence / Financial Abuse,Have you been threatened with divorce to control your behavior as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0578,Domestic Violence / Financial Abuse,Have you been threatened with divorce to control your behavior as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0578,Domestic Violence / Financial Abuse,Have you been threatened with divorce to control your behavior as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0579,Domestic Violence / Physical Abuse,Have you been threatened with divorce to control your behavior during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0579,Domestic Violence / Physical Abuse,Have you been threatened with divorce to control your behavior during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0579,Domestic Violence / Physical Abuse,Have you been threatened with divorce to control your behavior during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0580,Domestic Violence / Emotional Abuse,Have you been threatened with divorce to control your behavior in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0580,Domestic Violence / Emotional Abuse,Have you been threatened with divorce to control your behavior in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0580,Domestic Violence / Emotional Abuse,Have you been threatened with divorce to control your behavior in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0581,Domestic Violence / Financial Abuse,Is your partner using religious beliefs to justify abuse,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0581,Domestic Violence / Financial Abuse,Is your partner using religious beliefs to justify abuse,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0581,Domestic Violence / Financial Abuse,Is your partner using religious beliefs to justify abuse,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0582,Domestic Violence / Physical Abuse,Is your partner using religious beliefs to justify abuse in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0582,Domestic Violence / Physical Abuse,Is your partner using religious beliefs to justify abuse in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0582,Domestic Violence / Physical Abuse,Is your partner using religious beliefs to justify abuse in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0583,Domestic Violence / Emotional Abuse,Is your partner using religious beliefs to justify abuse due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0583,Domestic Violence / Emotional Abuse,Is your partner using religious beliefs to justify abuse due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0583,Domestic Violence / Emotional Abuse,Is your partner using religious beliefs to justify abuse due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0584,Domestic Violence / Financial Abuse,Is your partner using religious beliefs to justify abuse by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0584,Domestic Violence / Financial Abuse,Is your partner using religious beliefs to justify abuse by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0584,Domestic Violence / Financial Abuse,Is your partner using religious beliefs to justify abuse by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0585,Domestic Violence / Physical Abuse,Is your partner using religious beliefs to justify abuse repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0585,Domestic Violence / Physical Abuse,Is your partner using religious beliefs to justify abuse repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0585,Domestic Violence / Physical Abuse,Is your partner using religious beliefs to justify abuse repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0586,Domestic Violence / Emotional Abuse,Is your partner using religious beliefs to justify abuse without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0586,Domestic Violence / Emotional Abuse,Is your partner using religious beliefs to justify abuse without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0586,Domestic Violence / Emotional Abuse,Is your partner using religious beliefs to justify abuse without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0587,Domestic Violence / Financial Abuse,Is your partner using religious beliefs to justify abuse within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0587,Domestic Violence / Financial Abuse,Is your partner using religious beliefs to justify abuse within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0587,Domestic Violence / Financial Abuse,Is your partner using religious beliefs to justify abuse within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0588,Domestic Violence / Physical Abuse,Is your partner using religious beliefs to justify abuse as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0588,Domestic Violence / Physical Abuse,Is your partner using religious beliefs to justify abuse as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0588,Domestic Violence / Physical Abuse,Is your partner using religious beliefs to justify abuse as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0589,Domestic Violence / Emotional Abuse,Is your partner using religious beliefs to justify abuse during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0589,Domestic Violence / Emotional Abuse,Is your partner using religious beliefs to justify abuse during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0589,Domestic Violence / Emotional Abuse,Is your partner using religious beliefs to justify abuse during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0590,Domestic Violence / Financial Abuse,Is your partner using religious beliefs to justify abuse in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0590,Domestic Violence / Financial Abuse,Is your partner using religious beliefs to justify abuse in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0590,Domestic Violence / Financial Abuse,Is your partner using religious beliefs to justify abuse in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0591,Domestic Violence / Physical Abuse,Are your movements restricted under the guise of protection,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0591,Domestic Violence / Physical Abuse,Are your movements restricted under the guise of protection,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0591,Domestic Violence / Physical Abuse,Are your movements restricted under the guise of protection,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0592,Domestic Violence / Emotional Abuse,Are your movements restricted under the guise of protection in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0592,Domestic Violence / Emotional Abuse,Are your movements restricted under the guise of protection in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0592,Domestic Violence / Emotional Abuse,Are your movements restricted under the guise of protection in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0593,Domestic Violence / Financial Abuse,Are your movements restricted under the guise of protection due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0593,Domestic Violence / Financial Abuse,Are your movements restricted under the guise of protection due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0593,Domestic Violence / Financial Abuse,Are your movements restricted under the guise of protection due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0594,Domestic Violence / Physical Abuse,Are your movements restricted under the guise of protection by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0594,Domestic Violence / Physical Abuse,Are your movements restricted under the guise of protection by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0594,Domestic Violence / Physical Abuse,Are your movements restricted under the guise of protection by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0595,Domestic Violence / Emotional Abuse,Are your movements restricted under the guise of protection repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0595,Domestic Violence / Emotional Abuse,Are your movements restricted under the guise of protection repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0595,Domestic Violence / Emotional Abuse,Are your movements restricted under the guise of protection repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0596,Domestic Violence / Financial Abuse,Are your movements restricted under the guise of protection without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0596,Domestic Violence / Financial Abuse,Are your movements restricted under the guise of protection without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0596,Domestic Violence / Financial Abuse,Are your movements restricted under the guise of protection without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0597,Domestic Violence / Physical Abuse,Are your movements restricted under the guise of protection within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0597,Domestic Violence / Physical Abuse,Are your movements restricted under the guise of protection within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0597,Domestic Violence / Physical Abuse,Are your movements restricted under the guise of protection within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0598,Domestic Violence / Emotional Abuse,Are your movements restricted under the guise of protection as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0598,Domestic Violence / Emotional Abuse,Are your movements restricted under the guise of protection as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0598,Domestic Violence / Emotional Abuse,Are your movements restricted under the guise of protection as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0599,Domestic Violence / Financial Abuse,Are your movements restricted under the guise of protection during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0599,Domestic Violence / Financial Abuse,Are your movements restricted under the guise of protection during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0599,Domestic Violence / Financial Abuse,Are your movements restricted under the guise of protection during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0600,Domestic Violence / Physical Abuse,Are your movements restricted under the guise of protection in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0600,Domestic Violence / Physical Abuse,Are your movements restricted under the guise of protection in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0600,Domestic Violence / Physical Abuse,Are your movements restricted under the guise of protection in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0601,Domestic Violence / Physical Abuse,Have you ever been slapped in front of your children,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0601,Domestic Violence / Physical Abuse,Have you ever been slapped in front of your children,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0601,Domestic Violence / Physical Abuse,Have you ever been slapped in front of your children,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0602,Domestic Violence / Emotional Abuse,Have you ever been slapped in front of your children in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0602,Domestic Violence / Emotional Abuse,Have you ever been slapped in front of your children in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0602,Domestic Violence / Emotional Abuse,Have you ever been slapped in front of your children in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0603,Domestic Violence / Financial Abuse,Have you ever been slapped in front of your children due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0603,Domestic Violence / Financial Abuse,Have you ever been slapped in front of your children due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0603,Domestic Violence / Financial Abuse,Have you ever been slapped in front of your children due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0604,Domestic Violence / Physical Abuse,Have you ever been slapped in front of your children by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0604,Domestic Violence / Physical Abuse,Have you ever been slapped in front of your children by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0604,Domestic Violence / Physical Abuse,Have you ever been slapped in front of your children by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0605,Domestic Violence / Emotional Abuse,Have you ever been slapped in front of your children repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0605,Domestic Violence / Emotional Abuse,Have you ever been slapped in front of your children repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0605,Domestic Violence / Emotional Abuse,Have you ever been slapped in front of your children repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0606,Domestic Violence / Financial Abuse,Have you ever been slapped in front of your children without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0606,Domestic Violence / Financial Abuse,Have you ever been slapped in front of your children without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0606,Domestic Violence / Financial Abuse,Have you ever been slapped in front of your children without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0607,Domestic Violence / Physical Abuse,Have you ever been slapped in front of your children within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0607,Domestic Violence / Physical Abuse,Have you ever been slapped in front of your children within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0607,Domestic Violence / Physical Abuse,Have you ever been slapped in front of your children within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0608,Domestic Violence / Emotional Abuse,Have you ever been slapped in front of your children as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0608,Domestic Violence / Emotional Abuse,Have you ever been slapped in front of your children as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0608,Domestic Violence / Emotional Abuse,Have you ever been slapped in front of your children as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0609,Domestic Violence / Financial Abuse,Have you ever been slapped in front of your children during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
