Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0491,Trauma Therapy,How often do you avoid people associated with the trauma?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0492,Trauma Therapy,"In the past week, are you interested in trauma processing?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0492,Trauma Therapy,"In the past week, are you interested in trauma processing?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0492,Trauma Therapy,"In the past week, are you interested in trauma processing?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0493,Trauma Therapy,Would you say do you experience flashbacks?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0493,Trauma Therapy,Would you say do you experience flashbacks?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0493,Trauma Therapy,Would you say do you experience flashbacks?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0494,Trauma Therapy,Have you participated in trauma-focused cbt?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0494,Trauma Therapy,Have you participated in trauma-focused cbt?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0494,Trauma Therapy,Have you participated in trauma-focused cbt?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0495,Trauma Therapy,"In the past week, have you been through a natural disaster?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0495,Trauma Therapy,"In the past week, have you been through a natural disaster?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0495,Trauma Therapy,"In the past week, have you been through a natural disaster?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0496,Trauma Therapy,Would you say do you have nightmares about the trauma?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0496,Trauma Therapy,Would you say do you have nightmares about the trauma?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0496,Trauma Therapy,Would you say do you have nightmares about the trauma?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0497,Trauma Therapy,"During difficult times, do you have difficulty sleeping?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0497,Trauma Therapy,"During difficult times, do you have difficulty sleeping?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0497,Trauma Therapy,"During difficult times, do you have difficulty sleeping?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0498,Trauma Therapy,"In general, do you have hope for recovery?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0498,Trauma Therapy,"In general, do you have hope for recovery?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0498,Trauma Therapy,"In general, do you have hope for recovery?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0499,Trauma Therapy,Would you say have you experienced physical assault?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0499,Trauma Therapy,Would you say have you experienced physical assault?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0499,Trauma Therapy,Would you say have you experienced physical assault?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0500,Trauma Therapy,To what degree have you witnessed violence or death?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0500,Trauma Therapy,To what degree have you witnessed violence or death?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0500,Trauma Therapy,To what degree have you witnessed violence or death?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0501,Trauma Therapy,How much do you feel detached from others?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0501,Trauma Therapy,How much do you feel detached from others?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0501,Trauma Therapy,How much do you feel detached from others?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0502,Trauma Therapy,Does this significantly impact you: do you have unwanted memories of the traumatic event?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0502,Trauma Therapy,Does this significantly impact you: do you have unwanted memories of the traumatic event?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0502,Trauma Therapy,Does this significantly impact you: do you have unwanted memories of the traumatic event?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0503,Trauma Therapy,To what extent are you easily startled?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0503,Trauma Therapy,To what extent are you easily startled?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0503,Trauma Therapy,To what extent are you easily startled?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0504,Trauma Therapy,"In the past month, do you have difficulty sleeping?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0504,Trauma Therapy,"In the past month, do you have difficulty sleeping?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0504,Trauma Therapy,"In the past month, do you have difficulty sleeping?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0505,Trauma Therapy,"Regarding your mental health, have you survived a serious accident?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0505,Trauma Therapy,"Regarding your mental health, have you survived a serious accident?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0505,Trauma Therapy,"Regarding your mental health, have you survived a serious accident?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0506,Trauma Therapy,Have you experienced multiple traumatic events?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0506,Trauma Therapy,Have you experienced multiple traumatic events?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0506,Trauma Therapy,Have you experienced multiple traumatic events?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0507,Trauma Therapy,"Recently, do you experience flashbacks?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0507,Trauma Therapy,"Recently, do you experience flashbacks?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0507,Trauma Therapy,"Recently, do you experience flashbacks?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0508,Trauma Therapy,How severely do you experience flashbacks?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0508,Trauma Therapy,How severely do you experience flashbacks?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0508,Trauma Therapy,How severely do you experience flashbacks?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0509,Trauma Therapy,"In your daily life, do you experience flashbacks?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0509,Trauma Therapy,"In your daily life, do you experience flashbacks?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0509,Trauma Therapy,"In your daily life, do you experience flashbacks?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0510,Trauma Therapy,To what degree have you experienced childhood trauma?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0510,Trauma Therapy,To what degree have you experienced childhood trauma?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0510,Trauma Therapy,To what degree have you experienced childhood trauma?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0511,Trauma Therapy,"When facing challenges, are you currently in therapy?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0511,Trauma Therapy,"When facing challenges, are you currently in therapy?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0511,Trauma Therapy,"When facing challenges, are you currently in therapy?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0512,Trauma Therapy,"In your daily life, do you use grounding techniques when triggered?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0512,Trauma Therapy,"In your daily life, do you use grounding techniques when triggered?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0512,Trauma Therapy,"In your daily life, do you use grounding techniques when triggered?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0513,Trauma Therapy,"Recently, do you have emotional flashbacks?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0513,Trauma Therapy,"Recently, do you have emotional flashbacks?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0513,Trauma Therapy,"Recently, do you have emotional flashbacks?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0514,Trauma Therapy,Would you say do you practice self-care regularly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0514,Trauma Therapy,Would you say do you practice self-care regularly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0514,Trauma Therapy,Would you say do you practice self-care regularly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0515,Trauma Therapy,Have you witnessed violence or death?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0515,Trauma Therapy,Have you witnessed violence or death?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0515,Trauma Therapy,Have you witnessed violence or death?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0516,Trauma Therapy,How much are you free from current abuse or violence?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0516,Trauma Therapy,How much are you free from current abuse or violence?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0516,Trauma Therapy,How much are you free from current abuse or violence?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0517,Trauma Therapy,"In the past week, do you experience gastrointestinal problems?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0517,Trauma Therapy,"In the past week, do you experience gastrointestinal problems?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0517,Trauma Therapy,"In the past week, do you experience gastrointestinal problems?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0518,Trauma Therapy,"Recently, do you feel like you're watching yourself from outside?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0518,Trauma Therapy,"Recently, do you feel like you're watching yourself from outside?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0518,Trauma Therapy,"Recently, do you feel like you're watching yourself from outside?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0519,Trauma Therapy,"Recently, do you have unwanted memories of the traumatic event?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0519,Trauma Therapy,"Recently, do you have unwanted memories of the traumatic event?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0519,Trauma Therapy,"Recently, do you have unwanted memories of the traumatic event?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0520,Trauma Therapy,"Regarding your mental health, do you feel emotionally numb?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0520,Trauma Therapy,"Regarding your mental health, do you feel emotionally numb?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0520,Trauma Therapy,"Regarding your mental health, do you feel emotionally numb?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0521,Trauma Therapy,"In general, are you currently in therapy?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0521,Trauma Therapy,"In general, are you currently in therapy?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0521,Trauma Therapy,"In general, are you currently in therapy?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0522,Trauma Therapy,"Regarding your mental health, are you in a stable living situation?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0522,Trauma Therapy,"Regarding your mental health, are you in a stable living situation?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0522,Trauma Therapy,"Regarding your mental health, are you in a stable living situation?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0523,Trauma Therapy,"In the past month, do you have nightmares about the trauma?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0523,Trauma Therapy,"In the past month, do you have nightmares about the trauma?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0523,Trauma Therapy,"In the past month, do you have nightmares about the trauma?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0524,Trauma Therapy,Would you say have you been through a natural disaster?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0524,Trauma Therapy,Would you say have you been through a natural disaster?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0524,Trauma Therapy,Would you say have you been through a natural disaster?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0525,Trauma Therapy,"When facing challenges, are you in a stable living situation?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0525,Trauma Therapy,"When facing challenges, are you in a stable living situation?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0525,Trauma Therapy,"When facing challenges, are you in a stable living situation?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0526,Trauma Therapy,"Recently, do you feel disconnected from your body?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0526,Trauma Therapy,"Recently, do you feel disconnected from your body?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0526,Trauma Therapy,"Recently, do you feel disconnected from your body?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0527,Trauma Therapy,How often have you survived a serious accident?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0527,Trauma Therapy,How often have you survived a serious accident?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0527,Trauma Therapy,How often have you survived a serious accident?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0528,Trauma Therapy,"In your daily life, do you try to suppress memories of the trauma?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0528,Trauma Therapy,"In your daily life, do you try to suppress memories of the trauma?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0528,Trauma Therapy,"In your daily life, do you try to suppress memories of the trauma?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0529,Trauma Therapy,"When facing challenges, did trauma occur in childhood and continue into adulthood?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0529,Trauma Therapy,"When facing challenges, did trauma occur in childhood and continue into adulthood?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0529,Trauma Therapy,"When facing challenges, did trauma occur in childhood and continue into adulthood?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0530,Trauma Therapy,"Recently, do you experience irritability or angry outbursts?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0530,Trauma Therapy,"Recently, do you experience irritability or angry outbursts?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0530,Trauma Therapy,"Recently, do you experience irritability or angry outbursts?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0531,Trauma Therapy,To what degree are you easily startled?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0531,Trauma Therapy,To what degree are you easily startled?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0531,Trauma Therapy,To what degree are you easily startled?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0532,Trauma Therapy,"In the past month, do you struggle with relationships due to trauma?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0532,Trauma Therapy,"In the past month, do you struggle with relationships due to trauma?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0532,Trauma Therapy,"In the past month, do you struggle with relationships due to trauma?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0533,Trauma Therapy,To what extent do you feel emotionally numb?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0533,Trauma Therapy,To what extent do you feel emotionally numb?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0533,Trauma Therapy,To what extent do you feel emotionally numb?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0534,Trauma Therapy,"Recently, are you hypervigilant about potential threats?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0534,Trauma Therapy,"Recently, are you hypervigilant about potential threats?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0534,Trauma Therapy,"Recently, are you hypervigilant about potential threats?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0535,Trauma Therapy,"During difficult times, do you have hope for recovery?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0535,Trauma Therapy,"During difficult times, do you have hope for recovery?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0535,Trauma Therapy,"During difficult times, do you have hope for recovery?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0536,Trauma Therapy,To what extent can you talk about the trauma without being overwhelmed?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0536,Trauma Therapy,To what extent can you talk about the trauma without being overwhelmed?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0536,Trauma Therapy,To what extent can you talk about the trauma without being overwhelmed?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0537,Trauma Therapy,"In your daily life, were you traumatized repeatedly?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0537,Trauma Therapy,"In your daily life, were you traumatized repeatedly?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0537,Trauma Therapy,"In your daily life, were you traumatized repeatedly?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0538,Trauma Therapy,"Over the past few months, have you tried emdr therapy?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0538,Trauma Therapy,"Over the past few months, have you tried emdr therapy?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0538,Trauma Therapy,"Over the past few months, have you tried emdr therapy?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0539,Trauma Therapy,"In general, are you triggered by specific sounds or smells?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0539,Trauma Therapy,"In general, are you triggered by specific sounds or smells?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0539,Trauma Therapy,"In general, are you triggered by specific sounds or smells?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0540,Trauma Therapy,How severely have you survived a serious accident?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0540,Trauma Therapy,How severely have you survived a serious accident?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0540,Trauma Therapy,How severely have you survived a serious accident?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0541,Trauma Therapy,"In the past week, are you triggered by specific sounds or smells?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0541,Trauma Therapy,"In the past week, are you triggered by specific sounds or smells?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0541,Trauma Therapy,"In the past week, are you triggered by specific sounds or smells?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0542,Trauma Therapy,Does this significantly impact you: do you experience dissociative episodes?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0542,Trauma Therapy,Does this significantly impact you: do you experience dissociative episodes?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0542,Trauma Therapy,Does this significantly impact you: do you experience dissociative episodes?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0543,Trauma Therapy,How severely do you lose time or have memory gaps?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0543,Trauma Therapy,How severely do you lose time or have memory gaps?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0543,Trauma Therapy,How severely do you lose time or have memory gaps?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0544,Trauma Therapy,Have you participated in trauma-focused CBT?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0544,Trauma Therapy,Have you participated in trauma-focused CBT?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0544,Trauma Therapy,Have you participated in trauma-focused CBT?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0545,Trauma Therapy,"In your daily life, do you experience irritability or angry outbursts?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0545,Trauma Therapy,"In your daily life, do you experience irritability or angry outbursts?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0545,Trauma Therapy,"In your daily life, do you experience irritability or angry outbursts?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0546,Trauma Therapy,To what degree do you have unexplained physical symptoms?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0546,Trauma Therapy,To what degree do you have unexplained physical symptoms?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0546,Trauma Therapy,To what degree do you have unexplained physical symptoms?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0547,Trauma Therapy,"In the past week, have you witnessed violence or death?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0547,Trauma Therapy,"In the past week, have you witnessed violence or death?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0547,Trauma Therapy,"In the past week, have you witnessed violence or death?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0548,Trauma Therapy,"In the past week, do you have emotional flashbacks?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0548,Trauma Therapy,"In the past week, do you have emotional flashbacks?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0548,Trauma Therapy,"In the past week, do you have emotional flashbacks?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0549,Trauma Therapy,Would you say do you experience depersonalization?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0549,Trauma Therapy,Would you say do you experience depersonalization?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0549,Trauma Therapy,Would you say do you experience depersonalization?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0550,Trauma Therapy,How often have you experienced childhood trauma?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0550,Trauma Therapy,How often have you experienced childhood trauma?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0550,Trauma Therapy,How often have you experienced childhood trauma?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0551,Trauma Therapy,"When facing challenges, do you have negative beliefs about yourself since the trauma?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0551,Trauma Therapy,"When facing challenges, do you have negative beliefs about yourself since the trauma?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0551,Trauma Therapy,"When facing challenges, do you have negative beliefs about yourself since the trauma?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0552,Trauma Therapy,How severely do you feel safe in your current environment?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0552,Trauma Therapy,How severely do you feel safe in your current environment?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0552,Trauma Therapy,How severely do you feel safe in your current environment?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0553,Trauma Therapy,Does this significantly impact you: do you experience depersonalization?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0553,Trauma Therapy,Does this significantly impact you: do you experience depersonalization?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0553,Trauma Therapy,Does this significantly impact you: do you experience depersonalization?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0554,Trauma Therapy,"Recently, do you feel safe in your current environment?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0554,Trauma Therapy,"Recently, do you feel safe in your current environment?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0554,Trauma Therapy,"Recently, do you feel safe in your current environment?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0555,Trauma Therapy,How severely did the trauma occur over an extended period?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0555,Trauma Therapy,How severely did the trauma occur over an extended period?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0555,Trauma Therapy,How severely did the trauma occur over an extended period?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0556,Trauma Therapy,Are you free from current abuse or violence?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0556,Trauma Therapy,Are you free from current abuse or violence?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0556,Trauma Therapy,Are you free from current abuse or violence?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0557,Trauma Therapy,"Regarding your mental health, do you have unexplained physical symptoms?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0557,Trauma Therapy,"Regarding your mental health, do you have unexplained physical symptoms?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0557,Trauma Therapy,"Regarding your mental health, do you have unexplained physical symptoms?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0558,Trauma Therapy,To what degree have you developed healthy coping strategies?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0558,Trauma Therapy,To what degree have you developed healthy coping strategies?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0558,Trauma Therapy,To what degree have you developed healthy coping strategies?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0559,Trauma Therapy,To what degree can you talk about the trauma without being overwhelmed?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0559,Trauma Therapy,To what degree can you talk about the trauma without being overwhelmed?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0559,Trauma Therapy,To what degree can you talk about the trauma without being overwhelmed?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0560,Trauma Therapy,"In the past week, have you survived a serious accident?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0560,Trauma Therapy,"In the past week, have you survived a serious accident?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0560,Trauma Therapy,"In the past week, have you survived a serious accident?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0561,Trauma Therapy,"Recently, do you avoid activities that trigger traumatic memories?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0561,Trauma Therapy,"Recently, do you avoid activities that trigger traumatic memories?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0561,Trauma Therapy,"Recently, do you avoid activities that trigger traumatic memories?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0562,Trauma Therapy,"In the past week, did trauma occur in childhood and continue into adulthood?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0562,Trauma Therapy,"In the past week, did trauma occur in childhood and continue into adulthood?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0562,Trauma Therapy,"In the past week, did trauma occur in childhood and continue into adulthood?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0563,Trauma Therapy,How often are you hypervigilant about potential threats?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0563,Trauma Therapy,How often are you hypervigilant about potential threats?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0563,Trauma Therapy,How often are you hypervigilant about potential threats?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0564,Trauma Therapy,"In your daily life, have you been through a natural disaster?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0564,Trauma Therapy,"In your daily life, have you been through a natural disaster?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0564,Trauma Therapy,"In your daily life, have you been through a natural disaster?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0565,Trauma Therapy,"In your daily life, do you experience gastrointestinal problems?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0565,Trauma Therapy,"In your daily life, do you experience gastrointestinal problems?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0565,Trauma Therapy,"In your daily life, do you experience gastrointestinal problems?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0566,Trauma Therapy,"When facing challenges, have you received trauma therapy before?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0566,Trauma Therapy,"When facing challenges, have you received trauma therapy before?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
